Date,Plot,Trt,TrtName,NewTrt,GCC,Drop,Outlier_Notes,Notes
7/29/21,47,4,ambient (w/ del),amb,0.3749156,n,,
7/29/21,49,1,drought,dry w/ deluge,0.3584226,n,,
7/29/21,50,4,ambient (w/ del),amb,0.3635278,n,,Some yellow flowers starting to bloom in corner
8/1/21,2,3,ambient (no del),amb,0.3629017,n,,
8/1/21,3,1,drought,dry w/ deluge,0.4180824,n,,
8/1/21,4,2,wet,amb w/ deluge,0.3876617,n,,
8/1/21,5,1,drought,dry w/ deluge,0.3458391,n,,
8/1/21,6,3,ambient (no del),amb,0.3734211,n,,
8/1/21,9,3,ambient (no del),amb,0.3873395,n,,
8/1/21,10,2,wet,amb w/ deluge,0.3873379,n,,
8/1/21,11,2,wet,amb w/ deluge,0.376163,n,,
8/1/21,12,4,ambient (w/ del),amb,0.3757181,n,,
8/1/21,13,2,wet,amb w/ deluge,0.4039217,n,,
8/1/21,14,1,drought,dry w/ deluge,0.3548404,n,,
8/1/21,15,1,drought,dry w/ deluge,0.3470173,n,,
8/1/21,16,2,wet,amb w/ deluge,NA,y,,missing
8/1/21,18,3,ambient (no del),amb,0.3560096,n,,
8/1/21,19,1,drought,dry w/ deluge,0.3602876,n,,
8/1/21,20,2,wet,amb w/ deluge,0.3773636,n,,
8/1/21,21,4,ambient (w/ del),amb,0.3663796,n,,
8/1/21,22,1,drought,dry w/ deluge,0.352979,n,,
8/1/21,23,4,ambient (w/ del),amb,0.3653988,n,,
8/1/21,24,2,wet,amb w/ deluge,0.3907499,n,,
8/1/21,26,4,ambient (w/ del),amb,0.3553156,y,,REMOVE - image is blurry in majority of plot area & crooked from tilted phone
8/1/21,28,3,ambient (no del),amb,0.3802146,n,,
8/1/21,29,4,ambient (w/ del),amb,0.3629571,n,,
8/1/21,30,2,wet,amb w/ deluge,0.4049328,n,,
8/1/21,31,3,ambient (no del),amb,0.3607953,n,,
8/1/21,32,4,ambient (w/ del),amb,0.3736019,n,,Image slightly crooked from tilted phone
8/1/21,33,1,drought,dry w/ deluge,0.3669262,n,,
8/1/21,34,3,ambient (no del),amb,0.3616084,n,,
8/1/21,35,4,ambient (w/ del),amb,0.3530183,n,,
8/1/21,37,2,wet,amb w/ deluge,0.3686642,n,,
8/1/21,38,1,drought,dry w/ deluge,0.3459972,n,,
8/1/21,39,3,ambient (no del),amb,0.3669422,n,,
8/1/21,41,1,drought,dry w/ deluge,0.3636433,n,,
8/1/21,42,3,ambient (no del),amb,0.3755149,n,,
8/1/21,43,3,ambient (no del),amb,0.3603967,n,,
8/1/21,44,2,wet,amb w/ deluge,0.405315,n,,
8/1/21,45,4,ambient (w/ del),amb,0.3473625,n,,
8/1/21,47,4,ambient (w/ del),amb,0.3738171,n,,
8/1/21,49,1,drought,dry w/ deluge,0.354483,n,,
8/1/21,50,4,ambient (w/ del),amb,NA,y,,missing
8/5/21,2,3,ambient (no del),amb,0.3526452,n,,
8/5/21,3,1,drought,dry w/ deluge,0.4095886,n,,
8/5/21,4,2,wet,amb w/ deluge,0.3767692,n,,
8/5/21,5,1,drought,dry w/ deluge,0.3401206,n,,
8/5/21,6,3,ambient (no del),amb,0.3644275,n,,
8/5/21,9,3,ambient (no del),amb,0.3789008,n,,
8/5/21,10,2,wet,amb w/ deluge,0.3861985,n,,
8/5/21,11,2,wet,amb w/ deluge,0.3678852,n,,
8/5/21,12,4,ambient (w/ del),amb,0.3714006,n,,
8/5/21,13,2,wet,amb w/ deluge,0.3888089,n,,
8/5/21,14,1,drought,dry w/ deluge,0.3439599,n,,
8/5/21,15,1,drought,dry w/ deluge,0.3407858,n,,
8/5/21,16,2,wet,amb w/ deluge,0.3887567,n,,
8/5/21,18,3,ambient (no del),amb,0.3468052,n,,
8/5/21,19,1,drought,dry w/ deluge,0.3548328,n,,
8/5/21,20,2,wet,amb w/ deluge,0.3722053,n,,
8/5/21,21,4,ambient (w/ del),amb,0.3612634,n,,
8/5/21,22,1,drought,dry w/ deluge,0.3440859,n,,
8/5/21,23,4,ambient (w/ del),amb,0.3620245,n,,
8/5/21,24,2,wet,amb w/ deluge,0.383362,n,,
8/5/21,26,4,ambient (w/ del),amb,0.3475911,n,,
8/5/21,28,3,ambient (no del),amb,0.3746888,n,,
8/5/21,29,4,ambient (w/ del),amb,0.355538,n,,
8/5/21,30,2,wet,amb w/ deluge,0.3938571,n,,
8/5/21,31,3,ambient (no del),amb,0.3498983,n,,
8/5/21,32,4,ambient (w/ del),amb,0.3661855,n,,
8/5/21,33,1,drought,dry w/ deluge,0.3557043,n,,
8/5/21,34,3,ambient (no del),amb,0.3503754,n,,
8/5/21,35,4,ambient (w/ del),amb,0.3505735,n,,
8/5/21,37,2,wet,amb w/ deluge,0.3603628,n,,
8/5/21,38,1,drought,dry w/ deluge,0.339085,n,,
8/5/21,39,3,ambient (no del),amb,0.3638508,n,,
8/5/21,41,1,drought,dry w/ deluge,0.3546602,n,,
8/5/21,42,3,ambient (no del),amb,0.36046,n,,
8/5/21,43,3,ambient (no del),amb,0.3546892,n,,
8/5/21,44,2,wet,amb w/ deluge,0.3960659,n,,
8/5/21,45,4,ambient (w/ del),amb,0.3444627,n,,
8/5/21,47,4,ambient (w/ del),amb,0.3617903,n,,
8/5/21,49,1,drought,dry w/ deluge,0.3472028,n,,
8/5/21,50,4,ambient (w/ del),amb,0.3476901,n,,
8/9/21,2,3,ambient (no del),amb,0.3488939,n,,
8/9/21,3,1,drought,dry w/ deluge,0.3960467,n,,
8/9/21,4,2,wet,amb w/ deluge,0.3605953,n,,
8/9/21,5,1,drought,dry w/ deluge,0.3420037,n,,
8/9/21,6,3,ambient (no del),amb,0.3546036,n,,
8/9/21,9,3,ambient (no del),amb,0.3622174,n,,
8/9/21,10,2,wet,amb w/ deluge,0.3755344,n,,
8/9/21,11,2,wet,amb w/ deluge,0.3630776,n,,
8/9/21,12,4,ambient (w/ del),amb,0.3737505,n,,
8/9/21,13,2,wet,amb w/ deluge,0.3373717,n,,Tumbleweeds starting to die over plot - some still green but some turning yellow
8/9/21,14,1,drought,dry w/ deluge,0.3403568,n,,
8/9/21,15,1,drought,dry w/ deluge,0.379694,n,,
8/9/21,16,2,wet,amb w/ deluge,0.3610211,n,,
8/9/21,18,3,ambient (no del),amb,0.3432361,n,,
8/9/21,19,1,drought,dry w/ deluge,0.3463098,n,,
8/9/21,20,2,wet,amb w/ deluge,0.3646548,n,,
8/9/21,21,4,ambient (w/ del),amb,0.3545003,n,,
8/9/21,22,1,drought,dry w/ deluge,0.3359388,n,,
8/9/21,23,4,ambient (w/ del),amb,0.3568688,n,,
8/9/21,24,2,wet,amb w/ deluge,0.3666346,n,,
8/9/21,26,4,ambient (w/ del),amb,0.3491876,n,,
8/9/21,28,3,ambient (no del),amb,0.3631003,n,,
8/9/21,29,4,ambient (w/ del),amb,0.3493719,n,,
8/9/21,30,2,wet,amb w/ deluge,0.3733917,n,,
8/9/21,31,3,ambient (no del),amb,0.3432559,n,,
8/9/21,32,4,ambient (w/ del),amb,0.3491286,n,,
8/9/21,33,1,drought,dry w/ deluge,0.3453702,n,,
8/9/21,34,3,ambient (no del),amb,0.3452172,n,,
8/9/21,35,4,ambient (w/ del),amb,0.3465603,n,,
8/9/21,37,2,wet,amb w/ deluge,0.3592909,n,,
8/9/21,38,1,drought,dry w/ deluge,0.3443732,n,,
8/9/21,39,3,ambient (no del),amb,0.3551368,n,,
8/9/21,41,1,drought,dry w/ deluge,0.3436177,n,,
8/9/21,42,3,ambient (no del),amb,0.3517737,n,,
8/9/21,43,3,ambient (no del),amb,0.3551324,n,,
8/9/21,44,2,wet,amb w/ deluge,0.3820057,n,,
8/9/21,45,4,ambient (w/ del),amb,0.3467203,n,,
8/9/21,47,4,ambient (w/ del),amb,0.3625376,n,,
8/9/21,49,1,drought,dry w/ deluge,0.3444942,n,,
8/9/21,50,4,ambient (w/ del),amb,0.3465537,n,,Lots of dying western wheatgrass flowering stalks in plot - yellow stalks
8/13/21,2,3,ambient (no del),amb,0.340966,n,,
8/13/21,3,1,drought,dry w/ deluge,0.3795036,n,,
8/13/21,4,2,wet,amb w/ deluge,0.3579137,n,,
8/13/21,5,1,drought,dry w/ deluge,0.3387441,n,,
8/13/21,6,3,ambient (no del),amb,0.3480086,n,,
8/13/21,9,3,ambient (no del),amb,0.3552396,n,,
8/13/21,10,2,wet,amb w/ deluge,0.3687442,n,,
8/13/21,11,2,wet,amb w/ deluge,0.3596765,n,,
8/13/21,12,4,ambient (w/ del),amb,0.3592634,n,,
8/13/21,13,2,wet,amb w/ deluge,0.3664459,n,,
8/13/21,14,1,drought,dry w/ deluge,0.3312144,n,,
8/13/21,15,1,drought,dry w/ deluge,0.3413248,n,,
8/13/21,16,2,wet,amb w/ deluge,0.3757382,n,,
8/13/21,18,3,ambient (no del),amb,0.3386541,n,,
8/13/21,19,1,drought,dry w/ deluge,0.3463529,n,,Image slightly crooked from tilted phone
8/13/21,20,2,wet,amb w/ deluge,0.3655553,n,,
8/13/21,21,4,ambient (w/ del),amb,0.3563824,n,,
8/13/21,22,1,drought,dry w/ deluge,0.3387621,n,,
8/13/21,23,4,ambient (w/ del),amb,0.3558984,n,,
8/13/21,24,2,wet,amb w/ deluge,0.3621955,n,,
8/13/21,26,4,ambient (w/ del),amb,0.3449681,n,,
8/13/21,28,3,ambient (no del),amb,0.3572341,n,,
8/13/21,29,4,ambient (w/ del),amb,0.3436214,n,,
8/13/21,30,2,wet,amb w/ deluge,0.3603017,n,,
8/13/21,31,3,ambient (no del),amb,0.3441133,n,,
8/13/21,32,4,ambient (w/ del),amb,0.3488773,n,,
8/13/21,33,1,drought,dry w/ deluge,0.34425,n,,
8/13/21,34,3,ambient (no del),amb,0.3469758,n,,
8/13/21,35,4,ambient (w/ del),amb,0.3441131,n,,
8/13/21,37,2,wet,amb w/ deluge,0.3609534,n,,
8/13/21,38,1,drought,dry w/ deluge,0.340899,n,,
8/13/21,39,3,ambient (no del),amb,0.3534704,n,,
8/13/21,41,1,drought,dry w/ deluge,0.3452139,n,,
8/13/21,42,3,ambient (no del),amb,0.3454934,n,,
8/13/21,43,3,ambient (no del),amb,0.3506532,n,,
8/13/21,44,2,wet,amb w/ deluge,0.3759614,n,,
8/13/21,45,4,ambient (w/ del),amb,0.3432983,n,,
8/13/21,47,4,ambient (w/ del),amb,0.3447612,n,,
8/13/21,49,1,drought,dry w/ deluge,0.3398437,n,,
8/13/21,50,4,ambient (w/ del),amb,0.3419546,n,,
8/17/21,2,3,ambient (no del),amb,0.3374743,n,,
8/17/21,3,1,drought,dry w/ deluge,0.3803531,n,,
8/17/21,4,2,wet,amb w/ deluge,0.3519243,n,,
8/17/21,5,1,drought,dry w/ deluge,0.3389842,n,,
8/17/21,6,3,ambient (no del),amb,0.3460109,n,,
8/17/21,9,3,ambient (no del),amb,0.3551531,n,,
8/17/21,10,2,wet,amb w/ deluge,0.3628974,n,,
8/17/21,11,2,wet,amb w/ deluge,0.357743,n,,
8/17/21,12,4,ambient (w/ del),amb,0.3580689,n,,
8/17/21,13,2,wet,amb w/ deluge,0.3597982,n,,
8/17/21,14,1,drought,dry w/ deluge,0.3331114,n,,
8/17/21,15,1,drought,dry w/ deluge,0.3388277,n,,
8/17/21,16,2,wet,amb w/ deluge,0.3693095,n,,
8/17/21,18,3,ambient (no del),amb,0.3337995,n,,
8/17/21,19,1,drought,dry w/ deluge,0.3486335,n,,
8/17/21,20,2,wet,amb w/ deluge,0.3617525,n,,
8/17/21,21,4,ambient (w/ del),amb,0.349409,n,,
8/17/21,22,1,drought,dry w/ deluge,0.3352009,n,,
8/17/21,23,4,ambient (w/ del),amb,0.3583451,n,,
8/17/21,24,2,wet,amb w/ deluge,0.3576209,n,,
8/17/21,26,4,ambient (w/ del),amb,0.3468049,n,,
8/17/21,28,3,ambient (no del),amb,0.3484293,n,,
8/17/21,29,4,ambient (w/ del),amb,0.3442404,n,,
8/17/21,30,2,wet,amb w/ deluge,0.3504221,n,,
8/17/21,31,3,ambient (no del),amb,0.3394287,n,,
8/17/21,32,4,ambient (w/ del),amb,0.3459668,n,,
8/17/21,33,1,drought,dry w/ deluge,0.3439777,n,,
8/17/21,34,3,ambient (no del),amb,0.3428831,n,,
8/17/21,35,4,ambient (w/ del),amb,0.3437025,n,,
8/17/21,37,2,wet,amb w/ deluge,0.3545177,n,,
8/17/21,38,1,drought,dry w/ deluge,0.3367055,n,,
8/17/21,39,3,ambient (no del),amb,0.3530036,n,,
8/17/21,41,1,drought,dry w/ deluge,0.3408998,n,,
8/17/21,42,3,ambient (no del),amb,0.3429411,n,,
8/17/21,43,3,ambient (no del),amb,0.3449611,n,,
8/17/21,44,2,wet,amb w/ deluge,0.3695049,n,,
8/17/21,45,4,ambient (w/ del),amb,0.3463922,n,,
8/17/21,47,4,ambient (w/ del),amb,0.3498573,n,,
8/17/21,49,1,drought,dry w/ deluge,0.3434118,n,,
8/17/21,50,4,ambient (w/ del),amb,0.34445,n,,Flowering yellow bottom corner ~5-10% of plot area
8/20/21,2,3,ambient (no del),amb,0.3428253,n,,
8/20/21,3,1,drought,dry w/ deluge,0.3604172,n,,
8/20/21,4,2,wet,amb w/ deluge,0.3426011,n,,
8/20/21,5,1,drought,dry w/ deluge,0.3358737,n,,
8/20/21,6,3,ambient (no del),amb,0.3422899,n,,
8/20/21,9,3,ambient (no del),amb,0.3444778,n,,
8/20/21,10,2,wet,amb w/ deluge,0.3546382,n,,
8/20/21,11,2,wet,amb w/ deluge,0.351982,n,,
8/20/21,12,4,ambient (w/ del),amb,0.3545071,n,,
8/20/21,13,2,wet,amb w/ deluge,0.3527507,n,,
8/20/21,14,1,drought,dry w/ deluge,0.3320042,n,,
8/20/21,15,1,drought,dry w/ deluge,0.3390314,n,,
8/20/21,16,2,wet,amb w/ deluge,0.3585834,n,,
8/20/21,18,3,ambient (no del),amb,0.3339883,n,,
8/20/21,19,1,drought,dry w/ deluge,0.3436094,n,,
8/20/21,20,2,wet,amb w/ deluge,0.3512014,n,,
8/20/21,21,4,ambient (w/ del),amb,0.344703,n,,
8/20/21,22,1,drought,dry w/ deluge,0.3304446,n,,
8/20/21,23,4,ambient (w/ del),amb,0.3490316,n,,
8/20/21,24,2,wet,amb w/ deluge,0.351586,n,,
8/20/21,26,4,ambient (w/ del),amb,0.3476103,y,,REMOVE - image is blurry in majority of plot area 
8/20/21,28,3,ambient (no del),amb,0.3455701,n,,
8/20/21,29,4,ambient (w/ del),amb,0.3363919,n,,
8/20/21,30,2,wet,amb w/ deluge,0.3395013,n,,
8/20/21,31,3,ambient (no del),amb,0.3384857,n,,
8/20/21,32,4,ambient (w/ del),amb,0.341534,n,,
8/20/21,33,1,drought,dry w/ deluge,0.3381478,n,,
8/20/21,34,3,ambient (no del),amb,0.3393145,n,,
8/20/21,35,4,ambient (w/ del),amb,0.3385073,n,,
8/20/21,37,2,wet,amb w/ deluge,0.3452944,n,,
8/20/21,38,1,drought,dry w/ deluge,0.3344639,n,,
8/20/21,39,3,ambient (no del),amb,0.3500438,n,,
8/20/21,41,1,drought,dry w/ deluge,0.3442322,n,,
8/20/21,42,3,ambient (no del),amb,0.342257,n,,
8/20/21,43,3,ambient (no del),amb,0.3383308,n,,
8/20/21,44,2,wet,amb w/ deluge,0.3541561,n,,
8/20/21,45,4,ambient (w/ del),amb,0.3371914,n,,
8/20/21,47,4,ambient (w/ del),amb,0.3401171,n,,
8/20/21,49,1,drought,dry w/ deluge,0.3347684,n,,
8/20/21,50,4,ambient (w/ del),amb,0.3381704,n,,Some yellow flowers
8/23/21,2,3,ambient (no del),amb,0.3410752,n,,Some yellow flowers blurred – potentially high up close to camera/blocking green under
8/23/21,3,1,drought,dry w/ deluge,0.3615931,n,,
8/23/21,4,2,wet,amb w/ deluge,0.3379513,n,,
8/23/21,5,1,drought,dry w/ deluge,0.3400554,n,,
8/23/21,6,3,ambient (no del),amb,0.3346445,n,,
8/23/21,9,3,ambient (no del),amb,0.3413822,n,,
8/23/21,10,2,wet,amb w/ deluge,0.3569599,n,,
8/23/21,11,2,wet,amb w/ deluge,0.3493239,n,,
8/23/21,12,4,ambient (w/ del),amb,0.3539781,n,,
8/23/21,13,2,wet,amb w/ deluge,0.3441881,n,,
8/23/21,14,1,drought,dry w/ deluge,0.3325965,n,,
8/23/21,15,1,drought,dry w/ deluge,0.3375861,n,,
8/23/21,16,2,wet,amb w/ deluge,0.3535279,n,,
8/23/21,18,3,ambient (no del),amb,0.3273332,n,,
8/23/21,19,1,drought,dry w/ deluge,0.3364967,n,,"Image is crooked from tilted phone, may be distorted"
8/23/21,20,2,wet,amb w/ deluge,0.3497668,n,,
8/23/21,21,4,ambient (w/ del),amb,0.3461662,n,,
8/23/21,22,1,drought,dry w/ deluge,0.3325488,n,,
8/23/21,23,4,ambient (w/ del),amb,0.3510581,n,,
8/23/21,24,2,wet,amb w/ deluge,0.3449841,n,,
8/23/21,26,4,ambient (w/ del),amb,0.3422727,n,,
8/23/21,28,3,ambient (no del),amb,0.3397487,n,,
8/23/21,29,4,ambient (w/ del),amb,0.3349714,n,,
8/23/21,30,2,wet,amb w/ deluge,0.3398106,n,,
8/23/21,31,3,ambient (no del),amb,0.3324603,n,,
8/23/21,32,4,ambient (w/ del),amb,0.3421665,n,,
8/23/21,33,1,drought,dry w/ deluge,0.3442238,n,,
8/23/21,34,3,ambient (no del),amb,NA,y,,missing
8/23/21,35,4,ambient (w/ del),amb,0.3451135,n,,
8/23/21,37,2,wet,amb w/ deluge,0.3495268,n,,
8/23/21,38,1,drought,dry w/ deluge,0.3391243,n,,
8/23/21,39,3,ambient (no del),amb,0.3441213,n,,
8/23/21,41,1,drought,dry w/ deluge,0.3383827,n,,
8/23/21,42,3,ambient (no del),amb,0.3329228,n,,
8/23/21,43,3,ambient (no del),amb,0.3486682,n,,
8/23/21,44,2,wet,amb w/ deluge,NA,y,,missing
8/23/21,45,4,ambient (w/ del),amb,0.3422541,n,,
8/23/21,47,4,ambient (w/ del),amb,0.336676,n,,
8/23/21,49,1,drought,dry w/ deluge,NA,y,,missing
8/23/21,50,4,ambient (w/ del),amb,0.3389197,n,,
8/29/21,2,3,ambient (no del),amb,0.3380182,n,,
8/29/21,3,1,drought,dry w/ deluge,0.3527141,n,,
8/29/21,4,2,wet,amb w/ deluge,0.3419229,n,,
8/29/21,5,1,drought,dry w/ deluge,0.339139,n,,
8/29/21,6,3,ambient (no del),amb,0.3411475,n,,
8/29/21,9,3,ambient (no del),amb,0.3390822,n,,
8/29/21,10,2,wet,amb w/ deluge,0.3396886,n,,
8/29/21,11,2,wet,amb w/ deluge,0.3546102,n,,
8/29/21,12,4,ambient (w/ del),amb,0.3546166,n,,
8/29/21,13,2,wet,amb w/ deluge,0.3442915,n,,Tumbleweeds over plot dying/turning yellow over green lower grass
8/29/21,14,1,drought,dry w/ deluge,0.3355683,n,,
8/29/21,15,1,drought,dry w/ deluge,0.3417825,n,,
8/29/21,16,2,wet,amb w/ deluge,0.3467039,n,,
8/29/21,18,3,ambient (no del),amb,0.3350401,n,,
8/29/21,19,1,drought,dry w/ deluge,0.3410721,n,,
8/29/21,20,2,wet,amb w/ deluge,0.3512975,n,,
8/29/21,21,4,ambient (w/ del),amb,0.3406824,n,,
8/29/21,22,1,drought,dry w/ deluge,0.3356074,n,,
8/29/21,23,4,ambient (w/ del),amb,0.3471858,n,,
8/29/21,24,2,wet,amb w/ deluge,0.3435508,n,,
8/29/21,26,4,ambient (w/ del),amb,0.3423413,n,,
8/29/21,28,3,ambient (no del),amb,0.341433,n,,
8/29/21,29,4,ambient (w/ del),amb,0.3408548,n,,
8/29/21,30,2,wet,amb w/ deluge,0.337951,n,,
8/29/21,31,3,ambient (no del),amb,0.3384421,n,,
8/29/21,32,4,ambient (w/ del),amb,0.3405163,n,,
8/29/21,33,1,drought,dry w/ deluge,0.3406913,n,,
8/29/21,34,3,ambient (no del),amb,0.3389035,n,,
8/29/21,35,4,ambient (w/ del),amb,0.341656,n,,
8/29/21,37,2,wet,amb w/ deluge,0.3483115,n,,
8/29/21,38,1,drought,dry w/ deluge,0.3409901,n,,
8/29/21,39,3,ambient (no del),amb,0.3480833,n,,
8/29/21,41,1,drought,dry w/ deluge,0.3411109,n,,
8/29/21,42,3,ambient (no del),amb,0.3379196,n,,
8/29/21,43,3,ambient (no del),amb,0.3406254,n,,
8/29/21,44,2,wet,amb w/ deluge,0.3386724,n,,
8/29/21,45,4,ambient (w/ del),amb,0.3392183,n,,
8/29/21,47,4,ambient (w/ del),amb,0.3410096,n,,Image slightly crooked from tilted phone
8/29/21,49,1,drought,dry w/ deluge,0.3388426,n,,
8/29/21,50,4,ambient (w/ del),amb,0.3417345,n,,
9/3/21,2,3,ambient (no del),amb,0.3355666,n,,
9/3/21,3,1,drought,dry w/ deluge,0.3495081,n,,
9/3/21,4,2,wet,amb w/ deluge,0.3387758,n,,
9/3/21,5,1,drought,dry w/ deluge,0.3326952,n,,
9/3/21,6,3,ambient (no del),amb,0.3339993,n,,
9/3/21,9,3,ambient (no del),amb,0.3246196,n,,
9/3/21,10,2,wet,amb w/ deluge,0.3373085,n,,
9/3/21,11,2,wet,amb w/ deluge,0.3513416,n,,
9/3/21,12,4,ambient (w/ del),amb,0.3465304,n,,
9/3/21,13,2,wet,amb w/ deluge,0.3393455,n,,Lots of dead yellow tumbleweeds over plot area
9/3/21,14,1,drought,dry w/ deluge,0.3313231,n,,
9/3/21,15,1,drought,dry w/ deluge,0.3379711,n,,
9/3/21,16,2,wet,amb w/ deluge,NA,y,,missing
9/3/21,18,3,ambient (no del),amb,0.3282002,n,,
9/3/21,19,1,drought,dry w/ deluge,0.3365375,n,,
9/3/21,20,2,wet,amb w/ deluge,NA,y,,missing
9/3/21,21,4,ambient (w/ del),amb,0.3407261,n,,
9/3/21,22,1,drought,dry w/ deluge,0.3328194,n,,
9/3/21,23,4,ambient (w/ del),amb,0.3441909,n,,
9/3/21,24,2,wet,amb w/ deluge,0.3365047,n,,
9/3/21,26,4,ambient (w/ del),amb,0.3372187,n,,
9/3/21,28,3,ambient (no del),amb,0.3433954,n,,
9/3/21,29,4,ambient (w/ del),amb,0.3395972,n,,
9/3/21,30,2,wet,amb w/ deluge,0.3396376,n,,Image slightly crooked from tilted phone
9/3/21,31,3,ambient (no del),amb,0.3400665,n,,
9/3/21,32,4,ambient (w/ del),amb,0.3429499,n,,
9/3/21,33,1,drought,dry w/ deluge,0.3412863,n,,
9/3/21,34,3,ambient (no del),amb,0.3427633,n,,
9/3/21,35,4,ambient (w/ del),amb,0.3443405,n,,
9/3/21,37,2,wet,amb w/ deluge,0.3475841,n,,
9/3/21,38,1,drought,dry w/ deluge,NA,y,,missing
9/3/21,39,3,ambient (no del),amb,NA,y,,missing
9/3/21,41,1,drought,dry w/ deluge,0.3443944,n,,
9/3/21,42,3,ambient (no del),amb,0.339149,n,,
9/3/21,43,3,ambient (no del),amb,0.3438159,n,,
9/3/21,44,2,wet,amb w/ deluge,0.3375215,n,,
9/3/21,45,4,ambient (w/ del),amb,0.3416874,n,,
9/3/21,47,4,ambient (w/ del),amb,0.3365223,n,,
9/3/21,49,1,drought,dry w/ deluge,0.3403854,n,,
9/3/21,50,4,ambient (w/ del),amb,0.339255,n,,Dead yellow western wheatgrass flowering stalks in corners of plot area